Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude,price,quantity
1,Aak,https://volcano.si.edu/gallery/photos/GVP-02810.jpg,Stratovolcano(es),Russia,pleistocene,53.38N,158.67E,100,99
2,Abu,https://volcano.si.edu/gallery/photos/GVP-08952.jpg,Shield(s),Japan,holocene,34.5N,131.6E,100,99
3,Acamarachi,https://volcano.si.edu/gallery/photos/GVP-06887.jpg,Stratovolcano,Chile,holocene,23.292S,67.618W,100,99
4,Acatenango,https://volcano.si.edu/gallery/photos/GVP-07880.jpg,Stratovolcano(es),Guatemala,holocene,14.501N,90.876W,100,99
5,Acatlan Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07956.jpg,Caldera,Mexico,pleistocene,20.45N,103.57W,100,99
6,Acigol-Nevsehir,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Turkey,holocene,38.537N,34.621E,100,99
7,Acoculco,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Mexico,pleistocene,19.97N,98.2W,100,99
8,Acotango,https://volcano.si.edu/gallery/photos/GVP-11231.jpg,Stratovolcano(es),Chile,pleistocene,18.37S,69.05W,100,99
9,Acquasparta,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Italy,pleistocene,42.65N,12.3E,100,99
10,Adachi,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,pleistocene,38.218N,140.654E,100,99
11,Adagdak,https://volcano.si.edu/gallery/photos/GVP-09855.jpg,Stratovolcano,United States,pleistocene,51.988N,176.592W,100,99
12,Adamozhets,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Russia,pleistocene,54.688N,159.483E,100,99
13,Adams,https://volcano.si.edu/gallery/photos/GVP-02810.jpg,Stratovolcano,United States,holocene,46.206N,121.49W,100,99
14,Adams Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,holocene,25.37S,129.27W,100,99
15,Adare Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,pleistocene,71.7S,170.6E,100,99
16,Adatarayama,https://volcano.si.edu/gallery/photos/GVP-02055.jpg,Stratovolcano(es),Japan,holocene,37.647N,140.281E,100,99
17,Adwa,https://volcano.si.edu/gallery/photos/GVP-11729.jpg,Stratovolcano,Ethiopia,holocene,10.063N,40.831E,100,99
18,Aegina,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Greece,pleistocene,37.75N,23.5E,100,99
19,Afdera,https://volcano.si.edu/gallery/photos/GVP-09903.jpg,Stratovolcano,Ethiopia,holocene,13.088N,40.853E,100,99
20,Agrigan,https://volcano.si.edu/gallery/photos/GVP-09520.jpg,Stratovolcano,United States,holocene,18.77N,145.67E,100,99
21,Agua,https://volcano.si.edu/gallery/photos/GVP-04638.jpg,Stratovolcano,Guatemala,holocene,14.465N,90.743W,100,99
22,Agua de Pau,https://volcano.si.edu/gallery/photos/GVP-06110.jpg,Stratovolcano,Portugal,holocene,37.77N,25.47W,100,99
23,Aguajito  El,https://volcano.si.edu/gallery/photos/GVP-10212.jpg,Caldera,Mexico,pleistocene,27.554N,112.552W,100,99
24,Aguas Delgadas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,24.45S,68.4W,100,99
25,Aguilera,https://volcano.si.edu/gallery/photos/GVP-12662.jpg,Stratovolcano,Chile,holocene,50.33S,73.75W,100,99
26,Agung,https://volcano.si.edu/gallery/photos/GVP-01738.jpg,Stratovolcano,Indonesia,holocene,8.343S,115.508E,100,99
27,Ahon  Tarso,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chad,pleistocene,20.539N,18.29E,100,99
28,Ahyi,https://volcano.si.edu/gallery/photos/GVP-11697.jpg,Submarine,United States,holocene,20.42N,145.03E,100,99
29,Aira,https://volcano.si.edu/gallery/photos/GVP-10567.jpg,Caldera,Japan,holocene,31.593N,130.657E,100,99
30,Aird Hills,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Papua New Guinea,pleistocene,7.45S,144.35E,100,99
31,Aitutaki,https://volcano.si.edu/includes/images/noimage.jpg,Shield,New Zealand,pleistocene,18.9S,159.77W,100,99
32,Aizu Nunobiki,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,37.321N,140.018E,100,99
33,Akademia Nauk,https://volcano.si.edu/gallery/photos/GVP-02346.jpg,Stratovolcano(es),Russia,holocene,53.98N,159.45E,100,99
34,Akagisan,https://volcano.si.edu/gallery/photos/GVP-02024.jpg,Stratovolcano,Japan,holocene,36.56N,139.193E,100,99
35,Akaigawa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,43.08N,140.82E,100,99
36,Akan,https://volcano.si.edu/gallery/photos/GVP-05610.jpg,Caldera,Japan,holocene,43.384N,144.013E,100,99
37,Akandanayama,https://volcano.si.edu/gallery/photos/GVP-12610.jpg,Stratovolcano,Japan,holocene,36.2N,137.573E,100,99
38,Akhtang,https://volcano.si.edu/gallery/photos/GVP-12620.jpg,Shield,Russia,pleistocene,55.43N,158.65E,100,99
39,Akhuryan Valley,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Armenia,pleistocene,41.067N,43.75E,100,99
40,Akita-Komagatake,https://volcano.si.edu/gallery/photos/GVP-08922.jpg,Stratovolcano(es),Japan,holocene,39.761N,140.799E,100,99
41,Akita-Yakeyama,https://volcano.si.edu/gallery/photos/GVP-10502.jpg,Stratovolcano,Japan,holocene,39.964N,140.757E,100,99
42,Akusekijima,https://volcano.si.edu/gallery/photos/GVP-11795.jpg,Stratovolcano(es),Japan,holocene,29.465N,129.594E,100,99
43,Akutan,https://volcano.si.edu/gallery/photos/GVP-04544.jpg,Stratovolcano,United States,holocene,54.134N,165.986W,100,99
44,Alaid,https://volcano.si.edu/gallery/photos/GVP-02280.jpg,Stratovolcano,Russia,holocene,50.861N,155.565E,100,99
45,Alamagan,https://volcano.si.edu/gallery/photos/GVP-02138.jpg,Stratovolcano,United States,holocene,17.6N,145.83E,100,99
46,Alayta,https://volcano.si.edu/gallery/photos/GVP-11181.jpg,Shield,Ethiopia,holocene,12.888N,40.573E,100,99
47,Albuquerque,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,35.12N,106.75W,100,99
48,Alcedo,https://volcano.si.edu/gallery/photos/GVP-04737.jpg,Shield,Ecuador,holocene,0.43S,91.12W,100,99
49,Aldama Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-08596.jpg,Volcanic field,Mexico,pleistocene,23.2N,98.02W,100,99
50,Alderman Islands,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),New Zealand,pleistocene,36.97S,176.08E,100,99
51,Ale Bagu,https://volcano.si.edu/gallery/photos/GVP-11726.jpg,Stratovolcano,Ethiopia,holocene,13.512N,40.631E,100,99
52,Alexander Selkirk,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Chile,pleistocene,33.763S,80.811W,100,99
53,Ali Mela,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Ethiopia,pleistocene,12.718N,41.396E,100,99
54,Alice Arm,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,55.43N,129.37W,100,99
55,Alicudi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Italy,pleistocene,38.55N,14.33E,100,99
56,Alid,https://volcano.si.edu/gallery/photos/GVP-05954.jpg,Stratovolcano,Eritrea,holocene,14.88N,39.92E,100,99
57,Aliso,https://volcano.si.edu/gallery/photos/GVP-12335.jpg,Stratovolcano,Ecuador,holocene,0.53S,78W,100,99
58,Alligator Lake,https://volcano.si.edu/gallery/photos/GVP-12320.jpg,Volcanic field,Canada,holocene,60.42N,135.42W,100,99
59,Almolonga,https://volcano.si.edu/gallery/photos/GVP-03877.jpg,Stratovolcano,Guatemala,holocene,14.797N,91.519W,100,99
60,Alney-Chashakondzha,https://volcano.si.edu/gallery/photos/GVP-11773.jpg,Stratovolcano,Russia,holocene,56.656N,159.647E,100,99
61,Alngey,https://volcano.si.edu/gallery/photos/GVP-12633.jpg,Stratovolcano,Russia,pleistocene,57.702N,160.418E,100,99
62,Altar,https://volcano.si.edu/gallery/photos/GVP-04480.jpg,Stratovolcano,Ecuador,pleistocene,1.67S,78.42W,100,99
63,Alto,https://volcano.si.edu/includes/images/noimage.jpg,Compound,Philippines,pleistocene,11.108N,124.75E,100,99
64,Alu-Dalafilla,https://volcano.si.edu/gallery/photos/GVP-09907.jpg,Fissure vent(s),Ethiopia,holocene,13.793N,40.553E,100,99
65,Alutate  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Guatemala,pleistocene,14.647N,90.144W,100,99
66,Aluto,https://volcano.si.edu/gallery/photos/GVP-10426.jpg,Stratovolcano,Ethiopia,holocene,7.77N,38.78E,100,99
67,Amak,https://volcano.si.edu/gallery/photos/GVP-09559.jpg,Stratovolcano,United States,holocene,55.424N,163.149W,100,99
68,Amasing,https://volcano.si.edu/gallery/photos/GVP-11708.jpg,Stratovolcano(es),Indonesia,holocene,0.53S,127.48E,100,99
69,Ambae,https://volcano.si.edu/gallery/photos/GVP-11911.jpg,Shield,Vanuatu,holocene,15.389S,167.835E,100,99
70,Ambalatungan Group,https://volcano.si.edu/gallery/photos/GVP-12608.jpg,Compound,Philippines,holocene,17.32N,121.1E,100,99
71,Ambang,https://volcano.si.edu/gallery/photos/GVP-04534.jpg,Complex,Indonesia,holocene,0.75N,124.42E,100,99
72,Ambitle,https://volcano.si.edu/gallery/photos/GVP-10768.jpg,Stratovolcano,Papua New Guinea,holocene,4.08S,153.65E,100,99
73,Amboy,https://volcano.si.edu/gallery/photos/GVP-06762.jpg,Pyroclastic cone,United States,pleistocene,34.55N,115.78W,100,99
74,Ambre-Bobaomby,https://volcano.si.edu/gallery/photos/GVP-12396.jpg,Volcanic field,Madagascar,holocene,12.6S,49.15E,100,99
75,Ambrym,https://volcano.si.edu/gallery/photos/GVP-11913.jpg,Pyroclastic shield,Vanuatu,holocene,16.25S,168.12E,100,99
76,Amiata,https://volcano.si.edu/gallery/photos/GVP-11907.jpg,Lava dome(s),Italy,pleistocene,42.9N,11.63E,100,99
77,Amorong Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,pleistocene,15.825N,120.742E,100,99
78,Ampiro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Philippines,pleistocene,8.388N,123.63E,100,99
79,Amsterdam Island,https://volcano.si.edu/gallery/photos/GVP-11076.jpg,Stratovolcano,France,holocene,37.83S,77.52E,100,99
80,Amukta,https://volcano.si.edu/gallery/photos/GVP-08553.jpg,Stratovolcano,United States,holocene,52.5N,171.252W,100,99
81,Anallajsi  Nevado,https://volcano.si.edu/gallery/photos/GVP-11246.jpg,Stratovolcano,Bolivia,pleistocene,17.92S,68.92W,100,99
82,Ananopa  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Guatemala,pleistocene,14.9N,89.93W,100,99
83,Anatahan,https://volcano.si.edu/gallery/photos/GVP-10882.jpg,Stratovolcano,United States,holocene,16.35N,145.67E,100,99
84,Anaun,https://volcano.si.edu/gallery/photos/GVP-12625.jpg,Stratovolcano,Russia,pleistocene,56.32N,158.83E,100,99
85,Andahua-Orcopampa,https://volcano.si.edu/gallery/photos/GVP-04763.jpg,Pyroclastic cone(s),Peru,holocene,15.42S,72.33W,100,99
86,Andrus,https://volcano.si.edu/gallery/photos/GVP-06214.jpg,Shield(s),Antarctica,holocene,75.8S,132.33W,100,99
87,Aneityum,https://volcano.si.edu/gallery/photos/GVP-11113.jpg,Stratovolcano(es),Vanuatu,holocene,20.2S,169.78E,100,99
88,Aniakchak,https://volcano.si.edu/gallery/photos/GVP-05339.jpg,Caldera,United States,holocene,56.88N,158.17W,100,99
89,Anilao Hill,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Philippines,pleistocene,13.9N,121.18E,100,99
90,Animas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Colombia,pleistocene,1.568N,76.857W,100,99
91,Anjouan Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Comoros,pleistocene,12.2S,44.45E,100,99
92,Anjuisky,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,pleistocene,67.154N,165.82E,100,99
93,Ankaizina Field,https://volcano.si.edu/gallery/photos/GVP-12590.jpg,Pyroclastic cone(s),Madagascar,holocene,14.3S,48.67E,100,99
94,Antillanca Volcanic Complex,https://volcano.si.edu/gallery/photos/GVP-10261.jpg,Stratovolcano(es),Chile,holocene,40.783S,72.15W,100,99
95,Antiparos,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Greece,pleistocene,36.995N,25.046E,100,99
96,Antipin,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,46.15N,150.23E,100,99
97,Antipodes Island,https://volcano.si.edu/gallery/photos/GVP-12039.jpg,Pyroclastic cone(s),New Zealand,pleistocene,49.684S,178.781E,100,99
98,Antisana,https://volcano.si.edu/gallery/photos/GVP-04437.jpg,Stratovolcano,Ecuador,holocene,0.481S,78.141W,100,99
99,Antofagasta Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-09614.jpg,Pyroclastic cone(s),Argentina,holocene,26.12S,67.4W,100,99
100,Antofalla,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Argentina,pleistocene,25.55S,67.92W,100,99
101,Antuco,https://volcano.si.edu/gallery/photos/GVP-04853.jpg,Stratovolcano,Chile,holocene,37.406S,71.349W,100,99
102,Aogashima,https://volcano.si.edu/gallery/photos/GVP-03001.jpg,Stratovolcano,Japan,holocene,32.458N,139.759E,100,99
103,Aonoyama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,pleistocene,34.459N,131.798E,100,99
104,Aoso,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,38.082N,140.611E,100,99
105,Apagado,https://volcano.si.edu/gallery/photos/GVP-12165.jpg,Pyroclastic cone,Chile,holocene,41.88S,72.58W,100,99
106,Apagado,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,22.05S,67.97W,100,99
107,Apaneca Range,https://volcano.si.edu/gallery/photos/GVP-07731.jpg,Stratovolcano(es),El Salvador,holocene,13.872N,89.742W,100,99
108,Apan-Tezontepec,https://volcano.si.edu/gallery/photos/GVP-09983.jpg,Volcanic field,Mexico,pleistocene,19.75N,98.5W,100,99
109,Apas-Navenchauc,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Mexico,pleistocene,16.716N,92.786W,100,99
110,Apastepeque Field,https://volcano.si.edu/gallery/photos/GVP-07269.jpg,Volcanic field,El Salvador,holocene,13.72N,88.77W,100,99
111,Apo,https://volcano.si.edu/gallery/photos/GVP-11962.jpg,Stratovolcano,Philippines,holocene,6.989N,125.269E,100,99
112,Apoyeque,https://volcano.si.edu/gallery/photos/GVP-04174.jpg,Pyroclastic shield,Nicaragua,holocene,12.242N,86.342W,100,99
113,Apoyo,https://volcano.si.edu/gallery/photos/GVP-04200.jpg,Caldera,Nicaragua,pleistocene,11.92N,86.03W,100,99
114,Apuseni Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Romania,pleistocene,45.93N,22.88E,100,99
115,Aracar,https://volcano.si.edu/gallery/photos/GVP-12538.jpg,Stratovolcano,Argentina,holocene,24.29S,67.783W,100,99
116,Aragats,https://volcano.si.edu/gallery/photos/GVP-10141.jpg,Stratovolcano,Armenia,holocene,40.53N,44.2E,100,99
117,Aramuaca  Laguna,https://volcano.si.edu/gallery/photos/GVP-07726.jpg,Maar,El Salvador,holocene,13.428N,88.105W,100,99
118,Ararat,https://volcano.si.edu/gallery/photos/GVP-12038.jpg,Stratovolcano,Turkey,holocene,39.7N,44.3E,100,99
119,Arayat,https://volcano.si.edu/gallery/photos/GVP-08955.jpg,Stratovolcano,Philippines,holocene,15.2N,120.742E,100,99
120,Ardoukoba,https://volcano.si.edu/gallery/photos/GVP-10404.jpg,Fissure vent(s),Djibouti,holocene,11.58N,42.47E,100,99
121,Arenal,https://volcano.si.edu/gallery/photos/GVP-08129.jpg,Stratovolcano,Costa Rica,holocene,10.463N,84.703W,100,99
122,Argo Point,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Antarctica,pleistocene,66.25S,60.92W,100,99
123,Argowayang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.77S,112.43E,100,99
124,Arhab  Harra of,https://volcano.si.edu/gallery/photos/GVP-12582.jpg,Volcanic field,Yemen,holocene,15.63N,44.08E,100,99
125,Arintica,https://volcano.si.edu/gallery/photos/GVP-11579.jpg,Stratovolcano(es),Chile,pleistocene,18.75S,69.05W,100,99
126,Arjuno-Welirang,https://volcano.si.edu/gallery/photos/GVP-04531.jpg,Stratovolcano,Indonesia,holocene,7.733S,112.575E,100,99
127,Arpacay,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Turkey,pleistocene,41N,43.467E,100,99
128,Arxan-Chaihe,https://volcano.si.edu/gallery/photos/GVP-12644.jpg,Pyroclastic cone(s),China,holocene,47.45N,120.8E,100,99
129,Asacha,https://volcano.si.edu/gallery/photos/GVP-05816.jpg,Complex,Russia,holocene,52.355N,157.827E,100,99
130,Asakusa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,37.341N,139.237E,100,99
131,Asamayama,https://volcano.si.edu/gallery/photos/GVP-01465.jpg,Complex,Japan,holocene,36.406N,138.523E,100,99
132,Asavyo,https://volcano.si.edu/gallery/photos/GVP-11212.jpg,Shield,Ethiopia,holocene,13.098N,41.599E,100,99
133,Ascension,https://volcano.si.edu/gallery/photos/GVP-11199.jpg,Stratovolcano,United Kingdom,holocene,7.95S,14.37W,100,99
134,Ascotan  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,21.68S,68.12W,100,99
135,Asgura,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,11.75N,40.9E,100,99
136,Ashitaka,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,35.238N,138.794E,100,99
137,Asie,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Kenya,pleistocene,2.964N,37.104E,100,99
138,Askja,https://volcano.si.edu/gallery/photos/GVP-06001.jpg,Stratovolcano,Iceland,holocene,65.033N,16.783W,100,99
139,Asosan,https://volcano.si.edu/gallery/photos/GVP-01998.jpg,Caldera,Japan,holocene,32.884N,131.104E,100,99
140,Assab Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11176.jpg,Volcanic field,Eritrea,holocene,12.95N,42.43E,100,99
141,Asuncion,https://volcano.si.edu/gallery/photos/GVP-09518.jpg,Stratovolcano,United States,holocene,19.671N,145.406E,100,99
142,Ata,https://volcano.si.edu/gallery/photos/GVP-01322.jpg,Caldera(s),Japan,holocene,31.22N,130.57E,100,99
143,Ata Volcanic Complex,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Tonga,pleistocene,22.337S,176.21W,100,99
144,Atacazo,https://volcano.si.edu/gallery/photos/GVP-04432.jpg,Stratovolcano,Ecuador,holocene,0.353S,78.617W,100,99
145,Atakor Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11927.jpg,Pyroclastic cone(s),Algeria,holocene,23.33N,5.83E,100,99
146,Atherton Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,pleistocene,17.3S,145.72E,100,99
147,Atitlan,https://volcano.si.edu/gallery/photos/GVP-07853.jpg,Stratovolcano(es),Guatemala,holocene,14.583N,91.186W,100,99
148,Atka Volcanic Complex,https://volcano.si.edu/gallery/photos/GVP-12046.jpg,Stratovolcano(es),United States,holocene,52.331N,174.139W,100,99
149,Atlin Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-09639.jpg,Pyroclastic cone(s),Canada,holocene,59.68N,133.32W,100,99
150,Atlixcos  Los,https://volcano.si.edu/gallery/photos/GVP-10185.jpg,Shield,Mexico,holocene,19.81N,96.527W,100,99
151,Atuel  Caldera del,https://volcano.si.edu/gallery/photos/GVP-11450.jpg,Caldera,Argentina,holocene,34.65S,70.05W,100,99
152,Auca Mahuida Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Argentina,pleistocene,37.738S,68.924W,100,99
153,Aucanquilcha,https://volcano.si.edu/gallery/photos/GVP-10139.jpg,Stratovolcano,Chile,pleistocene,21.22S,68.47W,100,99
154,Auckland Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-08806.jpg,Volcanic field,New Zealand,holocene,36.89S,174.81E,100,99
155,Augustine,https://volcano.si.edu/gallery/photos/GVP-02665.jpg,Lava dome(s),United States,holocene,59.363N,153.43W,100,99
156,Auquihuato  Cerro,https://volcano.si.edu/gallery/photos/GVP-12337.jpg,Pyroclastic cone,Peru,holocene,15.07S,73.18W,100,99
157,Aurora-Bodie,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,38.32N,118.88W,100,99
158,Avachinsky,https://volcano.si.edu/gallery/photos/GVP-02335.jpg,Stratovolcano,Russia,holocene,53.256N,158.836E,100,99
159,Avos' Rocks,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,49.72N,154.12E,100,99
160,Awu,https://volcano.si.edu/gallery/photos/GVP-12023.jpg,Stratovolcano,Indonesia,holocene,3.689N,125.447E,100,99
161,Axial Chain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),France,pleistocene,16.12N,61.7W,100,99
162,Axial Seamount,https://volcano.si.edu/gallery/photos/GVP-11887.jpg,Submarine,Undersea Features,holocene,45.95N,130W,100,99
163,Ayame-daira,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,36.895N,139.243E,100,99
164,Ayarza,https://volcano.si.edu/gallery/photos/GVP-07915.jpg,Caldera(s),Guatemala,pleistocene,14.42N,90.12W,100,99
165,Ayelu,https://volcano.si.edu/gallery/photos/GVP-00143.jpg,Stratovolcano,Ethiopia,holocene,10.082N,40.702E,100,99
166,Azas Plateau,https://volcano.si.edu/gallery/photos/GVP-06483.jpg,Volcanic field,Russia,holocene,52.433N,98.303E,100,99
167,Azrou Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,pleistocene,33.67N,5.17W,100,99
168,Azufral,https://volcano.si.edu/gallery/photos/GVP-04391.jpg,Stratovolcano,Colombia,holocene,1.08N,77.68W,100,99
169,Azufre  Cerro del,https://volcano.si.edu/gallery/photos/GVP-11440.jpg,Stratovolcano,Chile,pleistocene,21.787S,68.237W,100,99
170,Azufre  El,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Chile,pleistocene,25.37S,68.88W,100,99
171,Azufres  Los,https://volcano.si.edu/gallery/photos/GVP-07507.jpg,Caldera,Mexico,pleistocene,19.85N,100.63W,100,99
172,Azul  Cerro,https://volcano.si.edu/gallery/photos/GVP-09242.jpg,Shield,Ecuador,holocene,0.92S,91.408W,100,99
173,Azul  Cerro,https://volcano.si.edu/gallery/photos/GVP-06940.jpg,Stratovolcano,Chile,holocene,35.653S,70.761W,100,99
174,Azul  Volcan,https://volcano.si.edu/gallery/photos/GVP-11468.jpg,Pyroclastic cone(s),Nicaragua,pleistocene,12.549N,83.968W,100,99
175,Azumayama,https://volcano.si.edu/gallery/photos/GVP-02056.jpg,Stratovolcano(es),Japan,holocene,37.735N,140.244E,100,99
176,Azumayasan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,36.541N,138.412E,100,99
177,Babba'Olou,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Djibouti,pleistocene,11.55N,42.133E,100,99
178,Babuyan Claro,https://volcano.si.edu/gallery/photos/GVP-11932.jpg,Stratovolcano(es),Philippines,holocene,19.524N,121.95E,100,99
179,Bachelor,https://volcano.si.edu/gallery/photos/GVP-03125.jpg,Stratovolcano,United States,holocene,43.979N,121.688W,100,99
180,Badi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,12.387N,40.366E,100,99
181,Bagabag,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,4.78S,146.23E,100,99
182,Bagana,https://volcano.si.edu/gallery/photos/GVP-00500.jpg,Lava cone,Papua New Guinea,holocene,6.137S,155.196E,100,99
183,Bailey,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,43.155N,122.219W,100,99
184,Bakanovi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,6.15S,155.35E,100,99
185,Bakening,https://volcano.si.edu/gallery/photos/GVP-02340.jpg,Stratovolcano,Russia,holocene,53.905N,158.07E,100,99
186,Baker,https://volcano.si.edu/gallery/photos/GVP-02736.jpg,Stratovolcano(es),United States,holocene,48.777N,121.813W,100,99
187,Bakony-Balaton Highland,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Hungary,pleistocene,46.92N,17.63E,100,99
188,Balagan-Tas,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,pleistocene,65.959N,145.893E,100,99
189,Balatukan,https://volcano.si.edu/gallery/photos/GVP-11133.jpg,Compound,Philippines,pleistocene,8.77N,124.98E,100,99
190,Balbi,https://volcano.si.edu/gallery/photos/GVP-00496.jpg,Stratovolcano,Papua New Guinea,holocene,5.92S,154.98E,100,99
191,Bald Knoll,https://volcano.si.edu/gallery/photos/GVP-10267.jpg,Pyroclastic cone(s),United States,pleistocene,37.328N,112.408W,100,99
192,Baldface Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,52.742N,124.458W,100,99
193,Balhaf-Bir Ali Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11241.jpg,Volcanic field,Yemen,holocene,14.067N,48.3E,100,99
194,Baluan,https://volcano.si.edu/gallery/photos/GVP-11524.jpg,Stratovolcano,Papua New Guinea,holocene,2.57S,147.28E,100,99
195,Baluran,https://volcano.si.edu/gallery/photos/GVP-01168.jpg,Stratovolcano,Indonesia,holocene,7.85S,114.37E,100,99
196,Balut,https://volcano.si.edu/gallery/photos/GVP-11049.jpg,Stratovolcano,Philippines,holocene,5.4N,125.375E,100,99
197,Bam,https://volcano.si.edu/gallery/photos/GVP-00436.jpg,Stratovolcano,Papua New Guinea,holocene,3.613S,144.818E,100,99
198,Bamus,https://volcano.si.edu/gallery/photos/GVP-06090.jpg,Stratovolcano,Papua New Guinea,holocene,5.2S,151.23E,100,99
199,Ban Chay Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Cambodia,pleistocene,13.883N,107.4E,100,99
200,Ban Chiang Khian,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,pleistocene,19.8N,100E,100,99
201,Ban Hui Sai,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,pleistocene,20.3N,100.3E,100,99
202,Banahaw,https://volcano.si.edu/gallery/photos/GVP-01864.jpg,Complex,Philippines,holocene,14.07N,121.48E,100,99
203,Banda Api,https://volcano.si.edu/gallery/photos/GVP-00831.jpg,Caldera,Indonesia,holocene,4.523S,129.881E,100,99
204,Bandaisan,https://volcano.si.edu/gallery/photos/GVP-02045.jpg,Stratovolcano,Japan,holocene,37.601N,140.072E,100,99
