Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude
1945,San Juan,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Dominican Republic,pleistocene,18.87°N,71.33°W
1946,San Luis  Isla,https://volcano.si.edu/gallery/photos/GVP-10203.jpg,Tuff cone,Mexico,holocene,29.97°N,114.4°W
1947,San Martin,https://volcano.si.edu/gallery/photos/GVP-03806.jpg,Shield,Mexico,holocene,18.57°N,95.2°W
1948,San Martin Pajapan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Mexico,pleistocene,18.303°N,94.73°W
1949,San Miguel,https://volcano.si.edu/gallery/photos/GVP-07202.jpg,Stratovolcano,El Salvador,holocene,13.434°N,88.269°W
1950,San Miguel  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Costa Rica,pleistocene,10.022°N,84.708°W
1951,San Pablo Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-01868.jpg,Stratovolcano,Philippines,holocene,14.12°N,121.3°E
1952,San Pedro,https://volcano.si.edu/gallery/photos/GVP-07985.jpg,Caldera,Mexico,pleistocene,21.17°N,104.73°W
1953,San Pedro,https://volcano.si.edu/gallery/photos/GVP-07859.jpg,Stratovolcano,Guatemala,pleistocene,14.656°N,91.267°W
1954,San Pedro-Pellado,https://volcano.si.edu/gallery/photos/GVP-06880.jpg,Stratovolcano(es),Chile,holocene,35.989°S,70.849°W
1955,San Pedro-San Pablo,https://volcano.si.edu/gallery/photos/GVP-06879.jpg,Stratovolcano(es),Chile,pleistocene,21.888°S,68.391°W
1956,San Quintin Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-03622.jpg,Pyroclastic cone(s),Mexico,pleistocene,30.467°N,116.012°W
1957,San Salvador,https://volcano.si.edu/gallery/photos/GVP-07349.jpg,Stratovolcano,El Salvador,holocene,13.734°N,89.294°W
1958,San Sebastian Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Mexico,pleistocene,20.83°N,104.82°W
1959,San Venanzo,https://volcano.si.edu/includes/images/noimage.jpg,Maar,Italy,pleistocene,42.85°N,12.28°E
1960,San Vicente,https://volcano.si.edu/gallery/photos/GVP-04059.jpg,Stratovolcano,El Salvador,holocene,13.595°N,88.837°W
1961,Sanbesan,https://volcano.si.edu/gallery/photos/GVP-08674.jpg,Stratovolcano,Japan,holocene,35.141°N,132.622°E
1962,Sand Mountain Field,https://volcano.si.edu/gallery/photos/GVP-08868.jpg,Pyroclastic cone(s),United States,holocene,44.38°N,121.93°W
1963,Sanford,https://volcano.si.edu/gallery/photos/GVP-05204.jpg,Shield,United States,pleistocene,62.213°N,144.13°W
1964,Sanganguey,https://volcano.si.edu/gallery/photos/GVP-05534.jpg,Stratovolcano,Mexico,holocene,21.45°N,104.73°W
1965,Sangay,https://volcano.si.edu/gallery/photos/GVP-04490.jpg,Stratovolcano,Ecuador,holocene,2.005°S,78.341°W
1966,Sangay,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,pleistocene,13.52°N,123.53°E
1967,Sangeang Api,https://volcano.si.edu/gallery/photos/GVP-00803.jpg,Complex,Indonesia,holocene,8.2°S,119.07°E
1968,Sangenges,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,8.58°S,117.122°E
1969,Sanggabuana,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,6.58°S,107.22°E
1970,Sano  Wai,https://volcano.si.edu/gallery/photos/GVP-06388.jpg,Caldera,Indonesia,holocene,8.724°S,119.986°E
1971,Santa Ana,https://volcano.si.edu/gallery/photos/GVP-04042.jpg,Stratovolcano,El Salvador,holocene,13.853°N,89.63°W
1972,Santa Clara,https://volcano.si.edu/gallery/photos/GVP-04576.jpg,Volcanic field,United States,pleistocene,37.257°N,113.625°W
1973,Santa Cruz,https://volcano.si.edu/gallery/photos/GVP-11698.jpg,Shield,Ecuador,holocene,0.62°S,90.33°W
1974,Santa Cruz,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,pleistocene,0.648°S,78.631°W
1975,Santa Fe,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,pleistocene,0.806°S,90.07°W
1976,Santa Isabel,https://volcano.si.edu/gallery/photos/GVP-11114.jpg,Shield,Equatorial Guinea,holocene,3.588°N,8.762°E
1977,Santa Isabel,https://volcano.si.edu/gallery/photos/GVP-04366.jpg,Shield,Colombia,holocene,4.818°N,75.365°W
1978,Santa Maria,https://volcano.si.edu/gallery/photos/GVP-07811.jpg,Stratovolcano,Guatemala,holocene,14.757°N,91.552°W
1979,Santa Maria del Oro,https://volcano.si.edu/gallery/photos/GVP-09999.jpg,Maar,Mexico,pleistocene,21.371°N,104.571°W
1980,Santa Rosa,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Colombia,pleistocene,4.8°N,75.458°W
1981,Santiago,https://volcano.si.edu/gallery/photos/GVP-04749.jpg,Shield,Ecuador,holocene,0.22°S,90.77°W
1982,Santiago  Cerro,https://volcano.si.edu/gallery/photos/GVP-07755.jpg,Volcanic field,Guatemala,holocene,14.33°N,89.87°W
1983,Santo Antao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Cape Verde,pleistocene,17.07°N,25.17°W
1984,Santo Domingo Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07970.jpg,Maar(s),Mexico,pleistocene,22.83°N,100.08°W
1985,Santo Tomas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Philippines,pleistocene,16.33°N,120.55°E
1986,Santo Tomas,https://volcano.si.edu/gallery/photos/GVP-07841.jpg,Stratovolcano(es),Guatemala,pleistocene,14.71°N,91.479°W
1987,Santorini,https://volcano.si.edu/gallery/photos/GVP-00106.jpg,Shield(s),Greece,holocene,36.404°N,25.396°E
1988,Sao Jorge,https://volcano.si.edu/gallery/photos/GVP-12004.jpg,Fissure vent,Portugal,holocene,38.65°N,28.08°W
1989,Sao Nicolau,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Cape Verde,pleistocene,16.62°N,24.35°W
1990,Sao Tome,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Sao Tome and Principe,pleistocene,0.2°N,6.58°E
1991,Sao Vicente,https://volcano.si.edu/gallery/photos/GVP-12553.jpg,Stratovolcano,Cape Verde,pleistocene,16.85°N,24.97°W
1992,Sapporo,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Japan,pleistocene,42.898°N,141.204°E
1993,Sara Sara,https://volcano.si.edu/gallery/photos/GVP-12338.jpg,Stratovolcano,Peru,holocene,15.33°S,73.45°W
1994,Sarigan,https://volcano.si.edu/gallery/photos/GVP-10590.jpg,Stratovolcano,United States,holocene,16.708°N,145.78°E
1995,Sarik-Gajah,https://volcano.si.edu/gallery/photos/GVP-12600.jpg,Pyroclastic cone(s),Indonesia,holocene,0.074°N,100.189°E
1996,Sarychev Peak,https://volcano.si.edu/gallery/photos/GVP-12118.jpg,Stratovolcano,Russia,holocene,48.092°N,153.2°E
1997,Sashiusudake [Baransky],https://volcano.si.edu/gallery/photos/GVP-10876.jpg,Stratovolcano,Japan,holocene,45.1°N,148.019°E
1998,Satah Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,52.417°N,124.617°W
1999,Satsuma Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,pleistocene,31.799°N,130.411°E
2000,Saunders,https://volcano.si.edu/gallery/photos/GVP-10994.jpg,Stratovolcano,United Kingdom,holocene,57.8°S,26.483°W
2001,Savai'i,https://volcano.si.edu/gallery/photos/GVP-11915.jpg,Shield,Samoa,holocene,13.612°S,172.525°W
2002,Savan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,52.21°N,157.28°E
2003,Savo,https://volcano.si.edu/gallery/photos/GVP-10596.jpg,Stratovolcano,Solomon Islands,holocene,9.13°S,159.82°E
2004,Savonovski River Cluster,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),United States,pleistocene,58.55°N,154.5°W
2005,Sawad  Harra Es-,https://volcano.si.edu/gallery/photos/GVP-12586.jpg,Volcanic field,Yemen,holocene,13.58°N,46.12°E
2006,Sawal,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.18°S,108.27°E
2007,Schmidt,https://volcano.si.edu/gallery/photos/GVP-10686.jpg,Shield,Russia,pleistocene,54.92°N,160.63°E
2008,Scott Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,44.241°N,121.915°W
2009,Seal Nunataks Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-06213.jpg,Pyroclastic cone(s),Antarctica,pleistocene,65.03°S,60.05°W
2010,Seamount JF6,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Chile,pleistocene,33.427°S,76.87°W
2011,Seamount X,https://volcano.si.edu/gallery/photos/GVP-11864.jpg,Submarine,United States,holocene,13.25°N,144.02°E
2012,Sedakeling,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.12°S,108.03°E
2013,Sedanka Lava Field,https://volcano.si.edu/gallery/photos/GVP-12631.jpg,Volcanic field,Russia,holocene,57.317°N,160.067°E
2014,Segererua Plateau,https://volcano.si.edu/gallery/photos/GVP-11739.jpg,Pyroclastic cone(s),Kenya,holocene,1.57°N,37.9°E
2015,Seguam,https://volcano.si.edu/gallery/photos/GVP-09469.jpg,Stratovolcano(es),United States,holocene,52.315°N,172.51°W
2016,Segula,https://volcano.si.edu/gallery/photos/GVP-11996.jpg,Stratovolcano,United States,holocene,52.015°N,178.136°E
2017,Sekincau Belirang,https://volcano.si.edu/gallery/photos/GVP-12602.jpg,Caldera(s),Indonesia,holocene,5.107°S,104.317°E
2018,Sekita,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Japan,pleistocene,36.974°N,138.386°E
2019,Selawik Hills,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,66.033°N,160.067°W
2020,Sellandafjall,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,65.42°N,17.03°W
2021,Selokaki,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.83°S,112.35°E
2022,Sembuang  Gunung,https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater,Indonesia,pleistocene,4.62°N,97.42°E
2023,Semeru,https://volcano.si.edu/gallery/photos/GVP-00736.jpg,Stratovolcano,Indonesia,holocene,8.108°S,112.922°E
2024,Semisopochnoi,https://volcano.si.edu/gallery/photos/GVP-09492.jpg,Stratovolcano,United States,holocene,51.93°N,179.58°E
2025,Sendai,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,pleistocene,31.731°N,130.451°E
2026,Sengoku,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,pleistocene,34.186°N,131.76°E
2027,Sentinel Plain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,32.8°N,113.2°W
2028,Septentrional Chain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),France,pleistocene,16.23°N,61.72°W
2029,Seraja,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,8.377°S,115.654°E
2030,Serdan-Oriental,https://volcano.si.edu/gallery/photos/GVP-07655.jpg,Tuff cone(s),Mexico,holocene,19.27°N,97.47°W
2031,Sergief,https://volcano.si.edu/gallery/photos/GVP-11487.jpg,Stratovolcano,United States,pleistocene,52.05°N,174.95°W
2032,Serua,https://volcano.si.edu/gallery/photos/GVP-11979.jpg,Stratovolcano,Indonesia,holocene,6.312°S,130.017°E
2033,Sessagara,https://volcano.si.edu/gallery/photos/GVP-12594.jpg,Pyroclastic cone(s),Papua New Guinea,holocene,9.48°S,149.13°E
2034,Sete Cidades,https://volcano.si.edu/gallery/photos/GVP-11287.jpg,Stratovolcano,Portugal,holocene,37.865°N,25.785°W
2035,Seulawah Agam,https://volcano.si.edu/gallery/photos/GVP-11984.jpg,Stratovolcano,Indonesia,holocene,5.448°N,95.658°E
2036,Seulawah Inong,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,5.43°N,95.77°E
2037,Severny,https://volcano.si.edu/gallery/photos/GVP-11785.jpg,Shield,Russia,holocene,58.28°N,160.87°E
2038,Shahsavaran,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Iran,pleistocene,28.152°N,59.281°E
2039,Shamiram Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Armenia,pleistocene,40.2°N,44.15°E
2040,Sharat Kovakab,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Syria,holocene,36.536°N,40.858°E
2041,Shari,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,43.763°N,144.722°E
2042,Shasta,https://volcano.si.edu/gallery/photos/GVP-03210.jpg,Stratovolcano,United States,holocene,41.409°N,122.193°W
2043,Sheldon-Antelope,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,41.8°N,119.1°W
2044,Shemodogan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,52.918°N,157.72°E
2045,Shepard Island,https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone(s),Antarctica,pleistocene,74.424°S,132.55°W
2046,Shestakov,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,49.75°N,154.75°E
2047,Sheveluch,https://volcano.si.edu/gallery/photos/GVP-02524.jpg,Stratovolcano,Russia,holocene,56.653°N,161.36°E
2048,Shiga,https://volcano.si.edu/gallery/photos/GVP-10568.jpg,Shield(s),Japan,holocene,36.688°N,138.519°E
2049,Shiitokoro,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,pleistocene,43.61°N,143.184°E
2050,Shikaribetsu Group,https://volcano.si.edu/gallery/photos/GVP-07020.jpg,Lava dome(s),Japan,pleistocene,43.267°N,143.1°E
2051,Shikotsu,https://volcano.si.edu/gallery/photos/GVP-02225.jpg,Caldera,Japan,holocene,42.688°N,141.38°E
2052,Shikuma,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,pleistocene,34.098°N,131.761°E
2053,Shirataka,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,38.22°N,140.176°E
2054,Shiretoko,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,44.23°N,145.278°E
2055,Shiretoko-Iozan,https://volcano.si.edu/gallery/photos/GVP-10572.jpg,Stratovolcano,Japan,holocene,44.133°N,145.161°E
2056,Shiribetsu,https://volcano.si.edu/gallery/photos/GVP-09607.jpg,Stratovolcano,Japan,pleistocene,42.767°N,140.916°E
2057,Shirinki,https://volcano.si.edu/gallery/photos/GVP-02269.jpg,Stratovolcano,Russia,holocene,50.2°N,154.98°E
2058,Shirouma-Oike,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,36.786°N,137.802°E
2059,Shish,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Russia,pleistocene,55.75°N,161.18°E
2060,Shishaldin,https://volcano.si.edu/gallery/photos/GVP-05369.jpg,Stratovolcano,United States,holocene,54.756°N,163.97°W
2061,Shisheika,https://volcano.si.edu/gallery/photos/GVP-12060.jpg,Lava dome,Russia,holocene,57.153°N,161.09°E
2062,Shishel,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,57.45°N,160.37°E
2063,Shlen,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,57.48°N,159.57°E
2064,Shombole,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Kenya,pleistocene,2.131°S,36.1°E
2065,Sibualbuali,https://volcano.si.edu/gallery/photos/GVP-04505.jpg,Stratovolcano,Indonesia,holocene,1.556°N,99.255°E
2066,Sierpe  Lomas de,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Costa Rica,pleistocene,10.376°N,83.545°W
2067,Siete Orejas,https://volcano.si.edu/gallery/photos/GVP-07913.jpg,Stratovolcano,Guatemala,pleistocene,14.82°N,91.62°W
2068,Sifford Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,40.416°N,121.412°W
2069,Sigurd,https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater,Norway,pleistocene,79.17°N,13.5°E
2070,Silali,https://volcano.si.edu/gallery/photos/GVP-10039.jpg,Shield,Kenya,holocene,1.15°N,36.23°E
2071,Silay,https://volcano.si.edu/gallery/photos/GVP-12296.jpg,Stratovolcano,Philippines,holocene,10.77°N,123.23°E
2072,Silent II East,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,pleistocene,35.21°S,178.978°E
2073,Silent II West,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,pleistocene,35.169°S,178.902°E
2074,Silver Creek,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,43.4°N,119.5°W
2075,Silver Hills,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United Kingdom,pleistocene,16.81°N,62.194°W
2076,Silver Lake Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11893.jpg,Volcanic field,United States,pleistocene,40.731°N,121.841°W
2077,Silverthrone,https://volcano.si.edu/gallery/photos/GVP-12647.jpg,Caldera,Canada,holocene,51.43°N,126.3°W
2078,Simacak  Uruk,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,3.237°N,98.433°E
2079,Simbo,https://volcano.si.edu/gallery/photos/GVP-11763.jpg,Stratovolcano(es),Solomon Islands,holocene,8.292°S,156.52°E
2080,Simbolon,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,3.02°N,98.9°E
2081,Simcoe,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,46.1°N,120.9°W
2082,Sinabung,https://volcano.si.edu/gallery/photos/GVP-00530.jpg,Stratovolcano,Indonesia,holocene,3.17°N,98.392°E
2083,Sinarka,https://volcano.si.edu/gallery/photos/GVP-12465.jpg,Stratovolcano,Russia,holocene,48.873°N,154.182°E
2084,Sincholagua,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,pleistocene,0.534°S,78.371°W
2085,Singkut,https://volcano.si.edu/gallery/photos/GVP-00522.jpg,Caldera(s),Indonesia,holocene,3.248°N,98.501°E
2086,Singu Plateau,https://volcano.si.edu/gallery/photos/GVP-12609.jpg,Fissure vent(s),Burma (Myanmar),pleistocene,22.7°N,95.98°E
2087,Singuil  Cerro,https://volcano.si.edu/gallery/photos/GVP-07367.jpg,Pyroclastic cone(s),El Salvador,holocene,14.054°N,89.631°W
2088,Sinker Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,43.25°N,116.62°W
2089,Siple,https://volcano.si.edu/gallery/photos/GVP-11096.jpg,Shield,Antarctica,pleistocene,73.43°S,126.67°W
2090,Sirung,https://volcano.si.edu/gallery/photos/GVP-01244.jpg,Complex,Indonesia,holocene,8.508°S,124.13°E
2091,Sisa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,6.13°S,142.73°E
2092,Skalistiy,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,52.02°N,157.18°E
2093,Skalistiy,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,53.72°N,159.22°E
2094,Skookum Creek,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,pleistocene,62.4°N,143.147°W
2095,Slamet,https://volcano.si.edu/gallery/photos/GVP-06323.jpg,Stratovolcano,Indonesia,holocene,7.242°S,109.208°E
2096,Smelter Knolls,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,pleistocene,39.434°N,112.857°W
2097,Snaefell,https://volcano.si.edu/gallery/photos/GVP-12667.jpg,Stratovolcano,Iceland,holocene,64.798°N,15.56°W
2098,Snaefellsjokull,https://volcano.si.edu/gallery/photos/GVP-05767.jpg,Stratovolcano,Iceland,holocene,64.8°N,23.783°W
2099,Snegovoy,https://volcano.si.edu/gallery/photos/GVP-12308.jpg,Shield,Russia,pleistocene,58.2°N,160.97°E
2100,Snezhniy,https://volcano.si.edu/gallery/photos/GVP-12637.jpg,Shield,Russia,pleistocene,58.02°N,160.8°E
2101,Snoul,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Cambodia,pleistocene,12.1°N,106.4°E
2102,Snow Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,40.763°N,121.798°W
2103,Snowy Mountain,https://volcano.si.edu/gallery/photos/GVP-09509.jpg,Stratovolcano(es),United States,holocene,58.336°N,154.682°W
2104,Soche,https://volcano.si.edu/gallery/photos/GVP-12334.jpg,Stratovolcano,Ecuador,holocene,0.552°N,77.58°W
2105,Socompa,https://volcano.si.edu/gallery/photos/GVP-06891.jpg,Stratovolcano,Chile,holocene,24.396°S,68.246°W
2106,Socorro,https://volcano.si.edu/gallery/photos/GVP-10009.jpg,Shield,Mexico,holocene,18.78°N,110.95°W
2107,Soda Lakes,https://volcano.si.edu/gallery/photos/GVP-11807.jpg,Maar(s),United States,holocene,39.53°N,118.87°W
2108,Sodore,https://volcano.si.edu/gallery/photos/GVP-11164.jpg,Pyroclastic cone(s),Ethiopia,holocene,8.43°N,39.35°E
2109,Sofugan,https://volcano.si.edu/gallery/photos/GVP-11789.jpg,Stratovolcano,Japan,holocene,29.794°N,140.342°E
2110,Sokol,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,55.2°N,160.52°E
2111,Solander Island,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,New Zealand,pleistocene,46.55°S,166.87°E
2112,Solimana,https://volcano.si.edu/gallery/photos/GVP-04761.jpg,Stratovolcano,Peru,pleistocene,15.4°S,72.9°W
2113,Sollipulli,https://volcano.si.edu/gallery/photos/GVP-11251.jpg,Caldera,Chile,holocene,38.97°S,71.52°W
2114,Solo  El,https://volcano.si.edu/gallery/photos/GVP-06902.jpg,Stratovolcano,Chile,holocene,27.105°S,68.713°W
2115,Sone,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,pleistocene,33.053°N,129.083°E
2116,Sonne,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,pleistocene,34.077°S,179.576°E
2117,Soputan,https://volcano.si.edu/gallery/photos/GVP-10069.jpg,Stratovolcano,Indonesia,holocene,1.112°N,124.737°E
2118,Soranuma,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Japan,pleistocene,42.863°N,141.257°E
2119,Sordo Lucas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,34.987°S,70.456°W
2120,Sorikmarapi,https://volcano.si.edu/gallery/photos/GVP-00544.jpg,Stratovolcano,Indonesia,holocene,0.686°N,99.539°E
2121,Sork Ale,https://volcano.si.edu/gallery/photos/GVP-11211.jpg,Stratovolcano,Ethiopia,holocene,13.18°N,41.725°E
2122,Sotara,https://volcano.si.edu/gallery/photos/GVP-12652.jpg,Stratovolcano,Colombia,holocene,2.108°N,76.592°W
2123,Soufriere Guadeloupe,https://volcano.si.edu/gallery/photos/GVP-04982.jpg,Stratovolcano,France,holocene,16.044°N,61.664°W
2124,Soufriere Hills,https://volcano.si.edu/gallery/photos/GVP-04966.jpg,Stratovolcano,United Kingdom,holocene,16.72°N,62.18°W
2125,Soufriere St. Vincent,https://volcano.si.edu/gallery/photos/GVP-05130.jpg,Stratovolcano,Saint Vincent and the Grenadines,holocene,13.33°N,61.18°W
2126,South Auckland,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),New Zealand,pleistocene,37.37°S,174.92°E
2127,South Coromandel Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,New Zealand,pleistocene,37.25°S,175.78°E
2128,South East Range,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Saint Kitts and Nevis,pleistocene,17.33°N,62.77°W
2129,South Harghita Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Romania,pleistocene,46.13°N,25.88°E
2130,South Island,https://volcano.si.edu/gallery/photos/GVP-11931.jpg,Stratovolcano,Kenya,holocene,2.63°N,36.6°E
2131,South Sarigan Seamount,https://volcano.si.edu/gallery/photos/GVP-12160.jpg,Submarine,United States,holocene,16.58°N,145.78°E
2132,Southern EPR at 8°S,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,holocene,8.27°S,107.95°W
2133,Southern EPR-Segment I,https://volcano.si.edu/gallery/photos/GVP-11881.jpg,Submarine,Undersea Features,holocene,18.53°S,113.42°W
2134,Southern EPR-Segment J,https://volcano.si.edu/gallery/photos/GVP-11880.jpg,Submarine,Undersea Features,holocene,18.175°S,113.35°W
2135,Southern EPR-Segment K,https://volcano.si.edu/gallery/photos/GVP-11882.jpg,Submarine,Undersea Features,holocene,17.436°S,113.206°W
2136,Southern Guadalajara,https://volcano.si.edu/gallery/photos/GVP-08017.jpg,Volcanic field,Mexico,pleistocene,20.525°N,103.242°W
2137,Southern Thule,https://volcano.si.edu/gallery/photos/GVP-10993.jpg,Stratovolcano(es),United Kingdom,holocene,59.442°S,27.225°W
2138,Spectrum Range,https://volcano.si.edu/gallery/photos/GVP-12494.jpg,Shield,Canada,holocene,57.43°N,130.68°W
2139,Spokoiny,https://volcano.si.edu/gallery/photos/GVP-11784.jpg,Stratovolcano,Russia,holocene,58.13°N,160.82°E
2140,Sporades,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Greece,pleistocene,39.5°N,24.18°E
2141,Sprague River Valley,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,pleistocene,42.5°N,121.5°W
2142,Springerville Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,34.192°N,109.629°W
2143,Spurr,https://volcano.si.edu/gallery/photos/GVP-05211.jpg,Stratovolcano,United States,holocene,61.299°N,152.251°W
2144,Squamish,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,49.65°N,123.22°W
2145,Srednii,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Russia,holocene,47.6°N,152.92°E
2146,Sredniy Koshegochek,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,51.663°N,156.928°E
2147,St. Andrew Strait,https://volcano.si.edu/gallery/photos/GVP-00434.jpg,Complex,Papua New Guinea,holocene,2.38°S,147.35°E
2148,St. Catherine,https://volcano.si.edu/gallery/photos/GVP-09564.jpg,Stratovolcano,Grenada,holocene,12.15°N,61.67°W
2149,St. George,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,56.58°N,169.58°W
2150,St. Helens,https://volcano.si.edu/gallery/photos/GVP-05491.jpg,Stratovolcano,United States,holocene,46.2°N,122.18°W
2151,St. Michael,https://volcano.si.edu/gallery/photos/GVP-12318.jpg,Shield(s),United States,holocene,63.45°N,162.12°W
2152,St. Paul,https://volcano.si.edu/gallery/photos/GVP-11075.jpg,Stratovolcano,France,holocene,38.72°S,77.53°E
2153,St. Paul Island,https://volcano.si.edu/gallery/photos/GVP-09599.jpg,Shield,United States,holocene,57.18°N,170.3°W
