Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude
1,Aak,https://volcano.si.edu/gallery/photos/GVP-02810.jpg,Stratovolcano(es),Russia,pleistocene,53.38°N,158.67°E
2,Abu,https://volcano.si.edu/gallery/photos/GVP-08952.jpg,Shield(s),Japan,holocene,34.5°N,131.6°E
3,Acamarachi,https://volcano.si.edu/gallery/photos/GVP-06887.jpg,Stratovolcano,Chile,holocene,23.292°S,67.618°W
4,Acatenango,https://volcano.si.edu/gallery/photos/GVP-07880.jpg,Stratovolcano(es),Guatemala,holocene,14.501°N,90.876°W
5,Acatlan Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07956.jpg,Caldera,Mexico,pleistocene,20.45°N,103.57°W
6,Acigol-Nevsehir,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Turkey,holocene,38.537°N,34.621°E
7,Acoculco,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Mexico,pleistocene,19.97°N,98.2°W
8,Acotango,https://volcano.si.edu/gallery/photos/GVP-11231.jpg,Stratovolcano(es),Chile,pleistocene,18.37°S,69.05°W
9,Acquasparta,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Italy,pleistocene,42.65°N,12.3°E
10,Adachi,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,pleistocene,38.218°N,140.654°E
11,Adagdak,https://volcano.si.edu/gallery/photos/GVP-09855.jpg,Stratovolcano,United States,pleistocene,51.988°N,176.592°W
12,Adamozhets,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Russia,pleistocene,54.688°N,159.483°E
13,Adams,https://volcano.si.edu/gallery/photos/GVP-02810.jpg,Stratovolcano,United States,holocene,46.206°N,121.49°W
14,Adams Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,holocene,25.37°S,129.27°W
15,Adare Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,pleistocene,71.7°S,170.6°E
16,Adatarayama,https://volcano.si.edu/gallery/photos/GVP-02055.jpg,Stratovolcano(es),Japan,holocene,37.647°N,140.281°E
17,Adwa,https://volcano.si.edu/gallery/photos/GVP-11729.jpg,Stratovolcano,Ethiopia,holocene,10.063°N,40.831°E
18,Aegina,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Greece,pleistocene,37.75°N,23.5°E
19,Afdera,https://volcano.si.edu/gallery/photos/GVP-09903.jpg,Stratovolcano,Ethiopia,holocene,13.088°N,40.853°E
20,Agrigan,https://volcano.si.edu/gallery/photos/GVP-09520.jpg,Stratovolcano,United States,holocene,18.77°N,145.67°E
21,Agua,https://volcano.si.edu/gallery/photos/GVP-04638.jpg,Stratovolcano,Guatemala,holocene,14.465°N,90.743°W
22,Agua de Pau,https://volcano.si.edu/gallery/photos/GVP-06110.jpg,Stratovolcano,Portugal,holocene,37.77°N,25.47°W
23,Aguajito  El,https://volcano.si.edu/gallery/photos/GVP-10212.jpg,Caldera,Mexico,pleistocene,27.554°N,112.552°W
24,Aguas Delgadas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,24.45°S,68.4°W
25,Aguilera,https://volcano.si.edu/gallery/photos/GVP-12662.jpg,Stratovolcano,Chile,holocene,50.33°S,73.75°W
26,Agung,https://volcano.si.edu/gallery/photos/GVP-01738.jpg,Stratovolcano,Indonesia,holocene,8.343°S,115.508°E
27,Ahon  Tarso,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chad,pleistocene,20.539°N,18.29°E
28,Ahyi,https://volcano.si.edu/gallery/photos/GVP-11697.jpg,Submarine,United States,holocene,20.42°N,145.03°E
29,Aira,https://volcano.si.edu/gallery/photos/GVP-10567.jpg,Caldera,Japan,holocene,31.593°N,130.657°E
30,Aird Hills,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Papua New Guinea,pleistocene,7.45°S,144.35°E
31,Aitutaki,https://volcano.si.edu/includes/images/noimage.jpg,Shield,New Zealand,pleistocene,18.9°S,159.77°W
32,Aizu Nunobiki,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,37.321°N,140.018°E
33,Akademia Nauk,https://volcano.si.edu/gallery/photos/GVP-02346.jpg,Stratovolcano(es),Russia,holocene,53.98°N,159.45°E
34,Akagisan,https://volcano.si.edu/gallery/photos/GVP-02024.jpg,Stratovolcano,Japan,holocene,36.56°N,139.193°E
35,Akaigawa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,43.08°N,140.82°E
36,Akan,https://volcano.si.edu/gallery/photos/GVP-05610.jpg,Caldera,Japan,holocene,43.384°N,144.013°E
37,Akandanayama,https://volcano.si.edu/gallery/photos/GVP-12610.jpg,Stratovolcano,Japan,holocene,36.2°N,137.573°E
38,Akhtang,https://volcano.si.edu/gallery/photos/GVP-12620.jpg,Shield,Russia,pleistocene,55.43°N,158.65°E
39,Akhuryan Valley,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Armenia,pleistocene,41.067°N,43.75°E
40,Akita-Komagatake,https://volcano.si.edu/gallery/photos/GVP-08922.jpg,Stratovolcano(es),Japan,holocene,39.761°N,140.799°E
41,Akita-Yakeyama,https://volcano.si.edu/gallery/photos/GVP-10502.jpg,Stratovolcano,Japan,holocene,39.964°N,140.757°E
42,Akusekijima,https://volcano.si.edu/gallery/photos/GVP-11795.jpg,Stratovolcano(es),Japan,holocene,29.465°N,129.594°E
43,Akutan,https://volcano.si.edu/gallery/photos/GVP-04544.jpg,Stratovolcano,United States,holocene,54.134°N,165.986°W
44,Alaid,https://volcano.si.edu/gallery/photos/GVP-02280.jpg,Stratovolcano,Russia,holocene,50.861°N,155.565°E
45,Alamagan,https://volcano.si.edu/gallery/photos/GVP-02138.jpg,Stratovolcano,United States,holocene,17.6°N,145.83°E
46,Alayta,https://volcano.si.edu/gallery/photos/GVP-11181.jpg,Shield,Ethiopia,holocene,12.888°N,40.573°E
47,Albuquerque,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,35.12°N,106.75°W
48,Alcedo,https://volcano.si.edu/gallery/photos/GVP-04737.jpg,Shield,Ecuador,holocene,0.43°S,91.12°W
49,Aldama Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-08596.jpg,Volcanic field,Mexico,pleistocene,23.2°N,98.02°W
50,Alderman Islands,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),New Zealand,pleistocene,36.97°S,176.08°E
51,Ale Bagu,https://volcano.si.edu/gallery/photos/GVP-11726.jpg,Stratovolcano,Ethiopia,holocene,13.512°N,40.631°E
52,Alexander Selkirk,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Chile,pleistocene,33.763°S,80.811°W
53,Ali Mela,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Ethiopia,pleistocene,12.718°N,41.396°E
54,Alice Arm,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,55.43°N,129.37°W
55,Alicudi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Italy,pleistocene,38.55°N,14.33°E
56,Alid,https://volcano.si.edu/gallery/photos/GVP-05954.jpg,Stratovolcano,Eritrea,holocene,14.88°N,39.92°E
57,Aliso,https://volcano.si.edu/gallery/photos/GVP-12335.jpg,Stratovolcano,Ecuador,holocene,0.53°S,78°W
58,Alligator Lake,https://volcano.si.edu/gallery/photos/GVP-12320.jpg,Volcanic field,Canada,holocene,60.42°N,135.42°W
59,Almolonga,https://volcano.si.edu/gallery/photos/GVP-03877.jpg,Stratovolcano,Guatemala,holocene,14.797°N,91.519°W
60,Alney-Chashakondzha,https://volcano.si.edu/gallery/photos/GVP-11773.jpg,Stratovolcano,Russia,holocene,56.656°N,159.647°E
61,Alngey,https://volcano.si.edu/gallery/photos/GVP-12633.jpg,Stratovolcano,Russia,pleistocene,57.702°N,160.418°E
62,Altar,https://volcano.si.edu/gallery/photos/GVP-04480.jpg,Stratovolcano,Ecuador,pleistocene,1.67°S,78.42°W
63,Alto,https://volcano.si.edu/includes/images/noimage.jpg,Compound,Philippines,pleistocene,11.108°N,124.75°E
64,Alu-Dalafilla,https://volcano.si.edu/gallery/photos/GVP-09907.jpg,Fissure vent(s),Ethiopia,holocene,13.793°N,40.553°E
65,Alutate  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Guatemala,pleistocene,14.647°N,90.144°W
66,Aluto,https://volcano.si.edu/gallery/photos/GVP-10426.jpg,Stratovolcano,Ethiopia,holocene,7.77°N,38.78°E
67,Amak,https://volcano.si.edu/gallery/photos/GVP-09559.jpg,Stratovolcano,United States,holocene,55.424°N,163.149°W
68,Amasing,https://volcano.si.edu/gallery/photos/GVP-11708.jpg,Stratovolcano(es),Indonesia,holocene,0.53°S,127.48°E
69,Ambae,https://volcano.si.edu/gallery/photos/GVP-11911.jpg,Shield,Vanuatu,holocene,15.389°S,167.835°E
70,Ambalatungan Group,https://volcano.si.edu/gallery/photos/GVP-12608.jpg,Compound,Philippines,holocene,17.32°N,121.1°E
71,Ambang,https://volcano.si.edu/gallery/photos/GVP-04534.jpg,Complex,Indonesia,holocene,0.75°N,124.42°E
72,Ambitle,https://volcano.si.edu/gallery/photos/GVP-10768.jpg,Stratovolcano,Papua New Guinea,holocene,4.08°S,153.65°E
73,Amboy,https://volcano.si.edu/gallery/photos/GVP-06762.jpg,Pyroclastic cone,United States,pleistocene,34.55°N,115.78°W
74,Ambre-Bobaomby,https://volcano.si.edu/gallery/photos/GVP-12396.jpg,Volcanic field,Madagascar,holocene,12.6°S,49.15°E
75,Ambrym,https://volcano.si.edu/gallery/photos/GVP-11913.jpg,Pyroclastic shield,Vanuatu,holocene,16.25°S,168.12°E
76,Amiata,https://volcano.si.edu/gallery/photos/GVP-11907.jpg,Lava dome(s),Italy,pleistocene,42.9°N,11.63°E
77,Amorong Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,pleistocene,15.825°N,120.742°E
78,Ampiro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Philippines,pleistocene,8.388°N,123.63°E
79,Amsterdam Island,https://volcano.si.edu/gallery/photos/GVP-11076.jpg,Stratovolcano,France,holocene,37.83°S,77.52°E
80,Amukta,https://volcano.si.edu/gallery/photos/GVP-08553.jpg,Stratovolcano,United States,holocene,52.5°N,171.252°W
81,Anallajsi  Nevado,https://volcano.si.edu/gallery/photos/GVP-11246.jpg,Stratovolcano,Bolivia,pleistocene,17.92°S,68.92°W
82,Ananopa  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Guatemala,pleistocene,14.9°N,89.93°W
83,Anatahan,https://volcano.si.edu/gallery/photos/GVP-10882.jpg,Stratovolcano,United States,holocene,16.35°N,145.67°E
84,Anaun,https://volcano.si.edu/gallery/photos/GVP-12625.jpg,Stratovolcano,Russia,pleistocene,56.32°N,158.83°E
85,Andahua-Orcopampa,https://volcano.si.edu/gallery/photos/GVP-04763.jpg,Pyroclastic cone(s),Peru,holocene,15.42°S,72.33°W
86,Andrus,https://volcano.si.edu/gallery/photos/GVP-06214.jpg,Shield(s),Antarctica,holocene,75.8°S,132.33°W
87,Aneityum,https://volcano.si.edu/gallery/photos/GVP-11113.jpg,Stratovolcano(es),Vanuatu,holocene,20.2°S,169.78°E
88,Aniakchak,https://volcano.si.edu/gallery/photos/GVP-05339.jpg,Caldera,United States,holocene,56.88°N,158.17°W
89,Anilao Hill,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Philippines,pleistocene,13.9°N,121.18°E
90,Animas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Colombia,pleistocene,1.568°N,76.857°W
91,Anjouan Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Comoros,pleistocene,12.2°S,44.45°E
92,Anjuisky,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,pleistocene,67.154°N,165.82°E
93,Ankaizina Field,https://volcano.si.edu/gallery/photos/GVP-12590.jpg,Pyroclastic cone(s),Madagascar,holocene,14.3°S,48.67°E
94,Antillanca Volcanic Complex,https://volcano.si.edu/gallery/photos/GVP-10261.jpg,Stratovolcano(es),Chile,holocene,40.783°S,72.15°W
95,Antiparos,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Greece,pleistocene,36.995°N,25.046°E
96,Antipin,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,46.15°N,150.23°E
97,Antipodes Island,https://volcano.si.edu/gallery/photos/GVP-12039.jpg,Pyroclastic cone(s),New Zealand,pleistocene,49.684°S,178.781°E
98,Antisana,https://volcano.si.edu/gallery/photos/GVP-04437.jpg,Stratovolcano,Ecuador,holocene,0.481°S,78.141°W
99,Antofagasta Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-09614.jpg,Pyroclastic cone(s),Argentina,holocene,26.12°S,67.4°W
100,Antofalla,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Argentina,pleistocene,25.55°S,67.92°W
101,Antuco,https://volcano.si.edu/gallery/photos/GVP-04853.jpg,Stratovolcano,Chile,holocene,37.406°S,71.349°W
102,Aogashima,https://volcano.si.edu/gallery/photos/GVP-03001.jpg,Stratovolcano,Japan,holocene,32.458°N,139.759°E
103,Aonoyama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,pleistocene,34.459°N,131.798°E
104,Aoso,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,38.082°N,140.611°E
105,Apagado,https://volcano.si.edu/gallery/photos/GVP-12165.jpg,Pyroclastic cone,Chile,holocene,41.88°S,72.58°W
106,Apagado,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,22.05°S,67.97°W
107,Apaneca Range,https://volcano.si.edu/gallery/photos/GVP-07731.jpg,Stratovolcano(es),El Salvador,holocene,13.872°N,89.742°W
108,Apan-Tezontepec,https://volcano.si.edu/gallery/photos/GVP-09983.jpg,Volcanic field,Mexico,pleistocene,19.75°N,98.5°W
109,Apas-Navenchauc,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Mexico,pleistocene,16.716°N,92.786°W
110,Apastepeque Field,https://volcano.si.edu/gallery/photos/GVP-07269.jpg,Volcanic field,El Salvador,holocene,13.72°N,88.77°W
111,Apo,https://volcano.si.edu/gallery/photos/GVP-11962.jpg,Stratovolcano,Philippines,holocene,6.989°N,125.269°E
112,Apoyeque,https://volcano.si.edu/gallery/photos/GVP-04174.jpg,Pyroclastic shield,Nicaragua,holocene,12.242°N,86.342°W
113,Apoyo,https://volcano.si.edu/gallery/photos/GVP-04200.jpg,Caldera,Nicaragua,pleistocene,11.92°N,86.03°W
114,Apuseni Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Romania,pleistocene,45.93°N,22.88°E
115,Aracar,https://volcano.si.edu/gallery/photos/GVP-12538.jpg,Stratovolcano,Argentina,holocene,24.29°S,67.783°W
116,Aragats,https://volcano.si.edu/gallery/photos/GVP-10141.jpg,Stratovolcano,Armenia,holocene,40.53°N,44.2°E
117,Aramuaca  Laguna,https://volcano.si.edu/gallery/photos/GVP-07726.jpg,Maar,El Salvador,holocene,13.428°N,88.105°W
118,Ararat,https://volcano.si.edu/gallery/photos/GVP-12038.jpg,Stratovolcano,Turkey,holocene,39.7°N,44.3°E
119,Arayat,https://volcano.si.edu/gallery/photos/GVP-08955.jpg,Stratovolcano,Philippines,holocene,15.2°N,120.742°E
120,Ardoukoba,https://volcano.si.edu/gallery/photos/GVP-10404.jpg,Fissure vent(s),Djibouti,holocene,11.58°N,42.47°E
121,Arenal,https://volcano.si.edu/gallery/photos/GVP-08129.jpg,Stratovolcano,Costa Rica,holocene,10.463°N,84.703°W
122,Argo Point,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Antarctica,pleistocene,66.25°S,60.92°W
123,Argowayang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.77°S,112.43°E
124,Arhab  Harra of,https://volcano.si.edu/gallery/photos/GVP-12582.jpg,Volcanic field,Yemen,holocene,15.63°N,44.08°E
125,Arintica,https://volcano.si.edu/gallery/photos/GVP-11579.jpg,Stratovolcano(es),Chile,pleistocene,18.75°S,69.05°W
126,Arjuno-Welirang,https://volcano.si.edu/gallery/photos/GVP-04531.jpg,Stratovolcano,Indonesia,holocene,7.733°S,112.575°E
127,Arpacay,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Turkey,pleistocene,41°N,43.467°E
128,Arxan-Chaihe,https://volcano.si.edu/gallery/photos/GVP-12644.jpg,Pyroclastic cone(s),China,holocene,47.45°N,120.8°E
129,Asacha,https://volcano.si.edu/gallery/photos/GVP-05816.jpg,Complex,Russia,holocene,52.355°N,157.827°E
130,Asakusa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,37.341°N,139.237°E
131,Asamayama,https://volcano.si.edu/gallery/photos/GVP-01465.jpg,Complex,Japan,holocene,36.406°N,138.523°E
132,Asavyo,https://volcano.si.edu/gallery/photos/GVP-11212.jpg,Shield,Ethiopia,holocene,13.098°N,41.599°E
133,Ascension,https://volcano.si.edu/gallery/photos/GVP-11199.jpg,Stratovolcano,United Kingdom,holocene,7.95°S,14.37°W
134,Ascotan  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,21.68°S,68.12°W
135,Asgura,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,11.75°N,40.9°E
136,Ashitaka,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,35.238°N,138.794°E
137,Asie,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Kenya,pleistocene,2.964°N,37.104°E
138,Askja,https://volcano.si.edu/gallery/photos/GVP-06001.jpg,Stratovolcano,Iceland,holocene,65.033°N,16.783°W
139,Asosan,https://volcano.si.edu/gallery/photos/GVP-01998.jpg,Caldera,Japan,holocene,32.884°N,131.104°E
140,Assab Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11176.jpg,Volcanic field,Eritrea,holocene,12.95°N,42.43°E
141,Asuncion,https://volcano.si.edu/gallery/photos/GVP-09518.jpg,Stratovolcano,United States,holocene,19.671°N,145.406°E
142,Ata,https://volcano.si.edu/gallery/photos/GVP-01322.jpg,Caldera(s),Japan,holocene,31.22°N,130.57°E
143,Ata Volcanic Complex,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Tonga,pleistocene,22.337°S,176.21°W
144,Atacazo,https://volcano.si.edu/gallery/photos/GVP-04432.jpg,Stratovolcano,Ecuador,holocene,0.353°S,78.617°W
145,Atakor Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11927.jpg,Pyroclastic cone(s),Algeria,holocene,23.33°N,5.83°E
146,Atherton Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,pleistocene,17.3°S,145.72°E
147,Atitlan,https://volcano.si.edu/gallery/photos/GVP-07853.jpg,Stratovolcano(es),Guatemala,holocene,14.583°N,91.186°W
148,Atka Volcanic Complex,https://volcano.si.edu/gallery/photos/GVP-12046.jpg,Stratovolcano(es),United States,holocene,52.331°N,174.139°W
149,Atlin Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-09639.jpg,Pyroclastic cone(s),Canada,holocene,59.68°N,133.32°W
150,Atlixcos  Los,https://volcano.si.edu/gallery/photos/GVP-10185.jpg,Shield,Mexico,holocene,19.81°N,96.527°W
151,Atuel  Caldera del,https://volcano.si.edu/gallery/photos/GVP-11450.jpg,Caldera,Argentina,holocene,34.65°S,70.05°W
152,Auca Mahuida Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Argentina,pleistocene,37.738°S,68.924°W
153,Aucanquilcha,https://volcano.si.edu/gallery/photos/GVP-10139.jpg,Stratovolcano,Chile,pleistocene,21.22°S,68.47°W
154,Auckland Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-08806.jpg,Volcanic field,New Zealand,holocene,36.89°S,174.81°E
155,Augustine,https://volcano.si.edu/gallery/photos/GVP-02665.jpg,Lava dome(s),United States,holocene,59.363°N,153.43°W
156,Auquihuato  Cerro,https://volcano.si.edu/gallery/photos/GVP-12337.jpg,Pyroclastic cone,Peru,holocene,15.07°S,73.18°W
157,Aurora-Bodie,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,38.32°N,118.88°W
158,Avachinsky,https://volcano.si.edu/gallery/photos/GVP-02335.jpg,Stratovolcano,Russia,holocene,53.256°N,158.836°E
159,Avos' Rocks,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,49.72°N,154.12°E
160,Awu,https://volcano.si.edu/gallery/photos/GVP-12023.jpg,Stratovolcano,Indonesia,holocene,3.689°N,125.447°E
161,Axial Chain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),France,pleistocene,16.12°N,61.7°W
162,Axial Seamount,https://volcano.si.edu/gallery/photos/GVP-11887.jpg,Submarine,Undersea Features,holocene,45.95°N,130°W
163,Ayame-daira,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,36.895°N,139.243°E
164,Ayarza,https://volcano.si.edu/gallery/photos/GVP-07915.jpg,Caldera(s),Guatemala,pleistocene,14.42°N,90.12°W
165,Ayelu,https://volcano.si.edu/gallery/photos/GVP-00143.jpg,Stratovolcano,Ethiopia,holocene,10.082°N,40.702°E
166,Azas Plateau,https://volcano.si.edu/gallery/photos/GVP-06483.jpg,Volcanic field,Russia,holocene,52.433°N,98.303°E
167,Azrou Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,pleistocene,33.67°N,5.17°W
168,Azufral,https://volcano.si.edu/gallery/photos/GVP-04391.jpg,Stratovolcano,Colombia,holocene,1.08°N,77.68°W
169,Azufre  Cerro del,https://volcano.si.edu/gallery/photos/GVP-11440.jpg,Stratovolcano,Chile,pleistocene,21.787°S,68.237°W
170,Azufre  El,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Chile,pleistocene,25.37°S,68.88°W
171,Azufres  Los,https://volcano.si.edu/gallery/photos/GVP-07507.jpg,Caldera,Mexico,pleistocene,19.85°N,100.63°W
172,Azul  Cerro,https://volcano.si.edu/gallery/photos/GVP-09242.jpg,Shield,Ecuador,holocene,0.92°S,91.408°W
173,Azul  Cerro,https://volcano.si.edu/gallery/photos/GVP-06940.jpg,Stratovolcano,Chile,holocene,35.653°S,70.761°W
174,Azul  Volcan,https://volcano.si.edu/gallery/photos/GVP-11468.jpg,Pyroclastic cone(s),Nicaragua,pleistocene,12.549°N,83.968°W
175,Azumayama,https://volcano.si.edu/gallery/photos/GVP-02056.jpg,Stratovolcano(es),Japan,holocene,37.735°N,140.244°E
176,Azumayasan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,36.541°N,138.412°E
177,Babba'Olou,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Djibouti,pleistocene,11.55°N,42.133°E
178,Babuyan Claro,https://volcano.si.edu/gallery/photos/GVP-11932.jpg,Stratovolcano(es),Philippines,holocene,19.524°N,121.95°E
179,Bachelor,https://volcano.si.edu/gallery/photos/GVP-03125.jpg,Stratovolcano,United States,holocene,43.979°N,121.688°W
180,Badi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,pleistocene,12.387°N,40.366°E
181,Bagabag,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,4.78°S,146.23°E
182,Bagana,https://volcano.si.edu/gallery/photos/GVP-00500.jpg,Lava cone,Papua New Guinea,holocene,6.137°S,155.196°E
183,Bailey,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,43.155°N,122.219°W
184,Bakanovi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,6.15°S,155.35°E
185,Bakening,https://volcano.si.edu/gallery/photos/GVP-02340.jpg,Stratovolcano,Russia,holocene,53.905°N,158.07°E
186,Baker,https://volcano.si.edu/gallery/photos/GVP-02736.jpg,Stratovolcano(es),United States,holocene,48.777°N,121.813°W
187,Bakony-Balaton Highland,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Hungary,pleistocene,46.92°N,17.63°E
188,Balagan-Tas,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,pleistocene,65.959°N,145.893°E
189,Balatukan,https://volcano.si.edu/gallery/photos/GVP-11133.jpg,Compound,Philippines,pleistocene,8.77°N,124.98°E
190,Balbi,https://volcano.si.edu/gallery/photos/GVP-00496.jpg,Stratovolcano,Papua New Guinea,holocene,5.92°S,154.98°E
191,Bald Knoll,https://volcano.si.edu/gallery/photos/GVP-10267.jpg,Pyroclastic cone(s),United States,pleistocene,37.328°N,112.408°W
192,Baldface Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,pleistocene,52.742°N,124.458°W
193,Balhaf-Bir Ali Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11241.jpg,Volcanic field,Yemen,holocene,14.067°N,48.3°E
194,Baluan,https://volcano.si.edu/gallery/photos/GVP-11524.jpg,Stratovolcano,Papua New Guinea,holocene,2.57°S,147.28°E
195,Baluran,https://volcano.si.edu/gallery/photos/GVP-01168.jpg,Stratovolcano,Indonesia,holocene,7.85°S,114.37°E
196,Balut,https://volcano.si.edu/gallery/photos/GVP-11049.jpg,Stratovolcano,Philippines,holocene,5.4°N,125.375°E
197,Bam,https://volcano.si.edu/gallery/photos/GVP-00436.jpg,Stratovolcano,Papua New Guinea,holocene,3.613°S,144.818°E
198,Bamus,https://volcano.si.edu/gallery/photos/GVP-06090.jpg,Stratovolcano,Papua New Guinea,holocene,5.2°S,151.23°E
199,Ban Chay Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Cambodia,pleistocene,13.883°N,107.4°E
200,Ban Chiang Khian,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,pleistocene,19.8°N,100°E
201,Ban Hui Sai,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,pleistocene,20.3°N,100.3°E
202,Banahaw,https://volcano.si.edu/gallery/photos/GVP-01864.jpg,Complex,Philippines,holocene,14.07°N,121.48°E
203,Banda Api,https://volcano.si.edu/gallery/photos/GVP-00831.jpg,Caldera,Indonesia,holocene,4.523°S,129.881°E
204,Bandaisan,https://volcano.si.edu/gallery/photos/GVP-02045.jpg,Stratovolcano,Japan,holocene,37.601°N,140.072°E
205,Bangum,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,5.345°S,149.94°E
206,Banua Wuhu,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Indonesia,holocene,3.138°N,125.491°E
207,Baqarah  Jabal,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Saudi Arabia,pleistocene,18.024°N,42.092°E
208,Barahona,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Guatemala,pleistocene,14.55°N,90.78°W
209,Baraniy,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,54.25°N,158.48°E
210,Barcena,https://volcano.si.edu/gallery/photos/GVP-03638.jpg,Pyroclastic cone(s),Mexico,holocene,19.3°N,110.82°W
211,Bardarbunga,https://volcano.si.edu/gallery/photos/GVP-05174.jpg,Stratovolcano,Iceland,holocene,64.633°N,17.516°W
